# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = GO_bp:go_regulation_of_anatomical_structure_morphogenesis (set)
# _SET1_  NGENES = 995
# _SET1_  P-VALUE = 3.11454e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000113905     3  186328005  186446029    467      44  35986      -1.2096      0.84316    1.3323e-15      -1.2096
_SET1_   ENSG00000181092     3  186510463  186626252    379      59  35986     -0.54956      0.65288    1.2212e-15     -0.54956
_SET1_   ENSG00000113916     3  187389165  187513515    416      38  35986     -0.20489      0.51718    1.2212e-15     -0.20489
_SET1_   ENSG00000188729     3  190867030  191033404    673      36  35986     -0.50427      0.60731    1.2212e-15     -0.50427
_SET1_   ENSG00000198836     3  193260933  193465612    613      35  35986      0.42049      0.26171    1.2212e-15      0.42049
_SET1_   ENSG00000114315     3  193803934  193906521    428      55  35986     -0.28758      0.55422    1.2212e-15     -0.28758
_SET1_   ENSG00000163975     3  196665492  196806687    429      67  35986     -0.91744      0.77331    1.2212e-15     -0.91744
_SET1_   ENSG00000075711     3  196719431  197076171    988      45  35986     -0.12556      0.46133    1.2212e-15     -0.12556
_SET1_   ENSG00000163132     4    4811393    4915663    477      50  35986       -1.082      0.81682    1.3323e-15       -1.082
_SET1_   ENSG00000071127     4   10025963   10168573    756      23  35986      0.97976      0.11085    1.2212e-15      0.97976
_SET1_   ENSG00000137440     4   15887192   15990363    345      56  35986      0.58723      0.22638    1.2212e-15      0.58723
_SET1_   ENSG00000145147     4   20204883   20672184   1233     118  35986      0.33971      0.30284    1.2212e-15      0.33971
_SET1_   ENSG00000109819     4   23706664   23955712    788      89  35986      0.36833       0.2987    1.2212e-15      0.36833
_SET1_   ENSG00000168214     4   26115077   26486541    804      61  35986     -0.52516      0.62274    1.2212e-15     -0.52516
_SET1_   ENSG00000168421     4   40142673   40298587    500      75  35986     -0.55105      0.65577    1.2212e-15     -0.55105
_SET1_   ENSG00000157404     4   55474085   55656881    543      41  35986      0.39422       0.2776    1.2212e-15      0.39422
_SET1_   ENSG00000128052     4   55894644   56041756    545      46  35986     -0.23733        0.515    1.2212e-15     -0.23733
_SET1_   ENSG00000187689     4   71334257   71448459    618      20  35986     -0.45176      0.58724    1.2212e-15     -0.45176
_SET1_   ENSG00000132464     4   71444461   71602533    436      44  35986      -0.5166      0.67883    1.2212e-15      -0.5166
_SET1_   ENSG00000018189     4   71519921   71723032    527      14  35986         1.25      0.12089    1.3323e-15         1.25
_SET1_   ENSG00000169429     4   74556223   74659433    266      17  35986       1.5359     0.043926    1.3323e-15       1.5359
_SET1_   ENSG00000163737     4   74796794   74897841    193      15  35986     0.043567      0.42924    1.2282e-15     0.043567
_SET1_   ENSG00000174792     4   76431258   76541095    279      29  35986     -0.73571      0.70389    1.2212e-15     -0.73571
_SET1_   ENSG00000138755     4   76872428   76978641    446      18  35986      0.32783      0.28681    1.2212e-15      0.32783
_SET1_   ENSG00000169245     4   76892273   76994650    504      14  35986      0.37964      0.26684    1.2212e-15      0.37964
_SET1_   ENSG00000138771     4   77306253   77754406   1274      68  35986      0.10049      0.36751    1.2351e-15      0.10049
_SET1_   ENSG00000156234     4   78382907   78582988    360      50  35986     -0.67621      0.70112    1.2212e-15     -0.67621
_SET1_   ENSG00000138772     4   79422673   79581597    593      28  35986      -1.2155      0.84026    1.3323e-15      -1.2155
_SET1_   ENSG00000163623     4   85363140   85469603    224      24  35986      -1.5569      0.91405    1.3323e-15      -1.5569
_SET1_   ENSG00000152591     4   88479681   88588062    308      42  35986     -0.56523       0.6489    1.2212e-15     -0.56523
_SET1_   ENSG00000152592     4   88521459   88635513    434      31  35986      0.72255      0.18235    1.2212e-15      0.72255
_SET1_   ENSG00000118785     4   88846819   88954562    405      38  35986      -1.4824      0.90387    1.3323e-15      -1.4824
_SET1_   ENSG00000163110     4   95323037   95639377    708      38  35986      0.12156      0.36356    1.2351e-15      0.12156
_SET1_   ENSG00000138814     4  101894566  102319435    979      54  35986       1.9358     0.015939    1.3323e-15       1.9358
_SET1_   ENSG00000138802     4  110304928  110512052    418      20  35986     -0.20994      0.54064    1.2212e-15     -0.20994
_SET1_   ENSG00000138660     4  113102893  113241203    257      18  35986       1.8039     0.022126    1.3323e-15       1.8039
_SET1_   ENSG00000138685     4  123697863  123869391    594      37  35986      0.64696      0.22725    1.2212e-15      0.64696
_SET1_   ENSG00000164056     4  124267950  124374910    305      46  35986      0.67781      0.20438    1.2212e-15      0.67781
_SET1_   ENSG00000109458     4  144207915  144445721    468      45  35986      0.94106      0.13325    1.2212e-15      0.94106
_SET1_   ENSG00000170365     4  146352346  146529231    367      28  35986      0.30569       0.3176    1.2212e-15      0.30569
_SET1_   ENSG00000151615     4  147510045  147613626    258      17  35986      -1.4771      0.93091    1.3323e-15      -1.4771
_SET1_   ENSG00000109686     4  151973903  152296784    786      27  35986     0.013615      0.41153    1.2299e-15     0.013615
_SET1_   ENSG00000109670     4  153192410  153507253    646      32  35986      -1.5225      0.93068    1.3323e-15      -1.5225
_SET1_   ENSG00000145423     4  154651744  154760272    409      12  35986       1.4469     0.046788    1.3323e-15       1.4469
_SET1_   ENSG00000171564     4  155434108  155542238    245      23  35986       1.2482     0.073727    1.3323e-15       1.2482
_SET1_   ENSG00000171560     4  155454278  155561918    217      26  35986       1.5681     0.038955    1.3323e-15       1.5681
_SET1_   ENSG00000171557     4  155475286  155584119    204      27  35986       1.4331     0.051506    1.3323e-15       1.4331
_SET1_   ENSG00000109756     4  159975330  160331321    672      36  35986       1.8318      0.01993    1.3323e-15       1.8318
_SET1_   ENSG00000164107     4  174396120  174501380    232      36  35986     0.036472      0.41138    1.2282e-15     0.036472
_SET1_   ENSG00000150630     4  177554689  177763881    623      27  35986       1.7623     0.027823    1.3323e-15       1.7623
_SET1_   ENSG00000164342     4  186940306  187059223    531      47  35986     -0.63508      0.66903    1.2212e-15     -0.63508
_SET1_   ENSG00000249915     5     221736     403971    869      19  35986      -1.4758       0.8969    1.3323e-15      -1.4758
_SET1_   ENSG00000164362     5    1203262    1345184    554      69  35986      -1.0433        0.809    1.3323e-15      -1.0433
_SET1_   ENSG00000112902     5    8985138    9596187   2081     160  35986      0.59861      0.20682    1.2212e-15      0.59861
_SET1_   ENSG00000145555     5   16615395   16986372   1390     130  35986        0.917      0.13167    1.2212e-15        0.917
_SET1_   ENSG00000176788     5   17015707   17326943   1130      94  35986     -0.67881      0.68771    1.2212e-15     -0.67881
_SET1_   ENSG00000151388     5   33473640   33942297   1483      96  35986      0.53486      0.21955    1.2212e-15      0.53486
_SET1_   ENSG00000168621     5   37762779   37889788    459      35  35986      0.40941      0.27792    1.2212e-15      0.40941
_SET1_   ENSG00000153071     5   39321780   39512402    625      52  35986     -0.49176      0.62056    1.2212e-15     -0.49176
_SET1_   ENSG00000039537     5   41092336   41311540    660      40  35986      0.89688      0.13954    1.2212e-15      0.89688
_SET1_   ENSG00000070193     5   44253646   44439808    401      26  35986      0.36447      0.29006    1.2212e-15      0.36447
_SET1_   ENSG00000016082     5   50628921   50740564    231      19  35986      0.34701      0.29747    1.2212e-15      0.34701
_SET1_   ENSG00000145632     5   57699809   57806087    434      29  35986     -0.50054       0.6161    1.2212e-15     -0.50054
_SET1_   ENSG00000130449     5   60578100   60891997    555      43  35986     -0.69624      0.69799    1.2212e-15     -0.69624
_SET1_   ENSG00000131711     5   71353061   71555395    505      58  35986      -1.1238      0.83197    1.3323e-15      -1.1238
_SET1_   ENSG00000049860     5   73885848   74068472    494      56  35986      0.15166      0.37584    1.2212e-15      0.15166
_SET1_   ENSG00000164252     5   76275076   76411059    368      37  35986      0.79743      0.16243    1.2212e-15      0.79743
_SET1_   ENSG00000113296     5   79237134   79429110    533      36  35986      -1.0073      0.78596    1.3323e-15      -1.0073
_SET1_   ENSG00000145715     5   86513705   86737748    289      23  35986      -1.3918       0.9002    1.3323e-15      -1.3918
_SET1_   ENSG00000081189     5   87963975   88249922    507      32  35986        1.559     0.040188    1.3323e-15        1.559
_SET1_   ENSG00000164292     5   94999226   95210087    574      60  35986       1.2587     0.074983    1.3323e-15       1.2587
_SET1_   ENSG00000164307     5   96046521   96193803    614      29  35986      0.73563      0.17328    1.2212e-15      0.73563
_SET1_   ENSG00000184349     5  106662590  107056596   1113      95  35986     -0.55955      0.63994    1.2212e-15     -0.55955
_SET1_   ENSG00000134987     5  110377414  110516200    476      37  35986      0.29721      0.31276    1.2212e-15      0.29721
_SET1_   ENSG00000092421     5  115729312  115960630    837      81  35986       2.0538      0.01366    1.3323e-15       2.0538
_SET1_   ENSG00000158985     5  130531186  130784140    377      19  35986      0.61434      0.21981    1.2212e-15      0.61434
_SET1_   ENSG00000053108     5  132482147  132998255   1540     128  35986      -1.1532      0.82745    1.3323e-15      -1.1532
_SET1_   ENSG00000006837     5  133491305  133756738    465      14  35986      -0.3748      0.59773    1.2212e-15      -0.3748
_SET1_   ENSG00000249751     5  138734245  138892328    143      20  35986     -0.29858      0.55081    1.2212e-15     -0.29858
_SET1_   ENSG00000131504     5  140844583  141048622    424      38  35986      0.64756      0.21585    1.2212e-15      0.64756
_SET1_   ENSG00000113578     5  141921743  142127617    635      84  35986    0.0088046      0.45352    1.2299e-15    0.0088046
_SET1_   ENSG00000133710     5  147355246  147566852    875      23  35986      0.53833      0.21456    1.2212e-15      0.53833
_SET1_   ENSG00000182578     5  149382854  149542935    453      50  35986     -0.99013      0.79311    1.2212e-15     -0.99013
_SET1_   ENSG00000113722     5  149496358  149614120    361      44  35986       1.0594      0.10804    1.3323e-15       1.0594
_SET1_   ENSG00000113140     5  150990657  151116726    323      32  35986      0.40882      0.27235    1.2212e-15      0.40882
_SET1_   ENSG00000156427     5  170796660  170934627    428      59  35986     -0.78746      0.73176    1.2212e-15     -0.78746
_SET1_   ENSG00000113758     5  176833609  176951402    186      28  35986     -0.52922      0.63299    1.2212e-15     -0.52922
_SET1_   ENSG00000161055     5  179967103  180068540    421      46  35986      0.35326      0.29983    1.2212e-15      0.35326
_SET1_   ENSG00000037280     5  179978506  180126624    651      72  35986     -0.53915      0.64516    1.2212e-15     -0.53915
_SET1_   ENSG00000204628     5  180613909  180725096    426      35  35986     -0.27909      0.57479    1.2212e-15     -0.27909
_SET1_   ENSG00000054598     6    1560681    1664127    342      66  35986       1.2631     0.079168    1.3323e-15       1.2631
_SET1_   ENSG00000137285     6    3174495    3281964    309      16  35986       1.4995     0.053578    1.3323e-15       1.4995
_SET1_   ENSG00000124782     6    7057830    7302213    675      55  35986       2.4471    0.0042562    1.3323e-15       2.4471
_SET1_   ENSG00000137203     6   10343419   10469892    414      59  35986      0.66173      0.20482    1.2212e-15      0.66173
_SET1_   ENSG00000111859     6   11133531   11432581   1116      86  35986       1.2668     0.071074    1.3323e-15       1.2668
_SET1_   ENSG00000078401     6   12240596   12347427    286      37  35986       1.6069       0.0371    1.3323e-15       1.6069
_SET1_   ENSG00000172179     6   22237480   22347730    350      45  35986     -0.80697      0.74452    1.2212e-15     -0.80697
_SET1_   ENSG00000111913     6   24747601   25092238   1232      85  35986      0.53045      0.23068    1.2212e-15      0.53045
_SET1_   ENSG00000079691     6   25229306   25670758   1825      76  35986       1.3259     0.053959    1.3323e-15       1.3259
_SET1_   ENSG00000197283     6   33337847   33471466    351      24  35986      0.15497      0.36419    1.2212e-15      0.15497
_SET1_   ENSG00000112062     6   35945488   36129013    452      28  35986       1.1927     0.084837    1.3323e-15       1.1927
_SET1_   ENSG00000124772     6   36658552   36857778    719      67  35986      0.18476      0.35655    1.2212e-15      0.18476
_SET1_   ENSG00000146192     6   36923422   37046846    447      46  35986     -0.31464      0.54897    1.2212e-15     -0.31464
_SET1_   ENSG00000137193     6   37087979   37193202    322      31  35986     -0.37604      0.56874    1.2212e-15     -0.37604
_SET1_   ENSG00000095970     6   41076244   41180924    237      28  35986       1.0917      0.10524    1.3323e-15       1.0917
_SET1_   ENSG00000044090     6   42955355   43071683    280      19  35986      -1.6454      0.95034    1.3323e-15      -1.6454
_SET1_   ENSG00000112655     6   42994006   43179457    400      28  35986     -0.84575      0.78267    1.2212e-15     -0.84575
_SET1_   ENSG00000112658     6   43089037   43199243    234      24  35986     -0.18636      0.54885    1.2212e-15     -0.18636
_SET1_   ENSG00000112715     6   43687921   43804224    343      58  35986      0.21899      0.35165    1.2212e-15      0.21899
_SET1_   ENSG00000124813     6   45245894   45682086   1286      68  35986      0.83727      0.14727    1.2212e-15      0.83727
_SET1_   ENSG00000112116     6   52051479   52159335    402      33  35986      0.93191      0.13229    1.2212e-15      0.93191
_SET1_   ENSG00000137270     6   52941762   53063627    422      39  35986      -1.4512      0.90986    1.3323e-15      -1.4512
_SET1_   ENSG00000135298     6   69295259   70149403   2437      75  35986     -0.67361      0.62956    1.2212e-15     -0.67361
_SET1_   ENSG00000079841     6   72546406   73162845   1719      56  35986      0.32197      0.27134    1.2212e-15      0.32197
_SET1_   ENSG00000146247     6   79595584   79837953    513      19  35986     -0.70461      0.69027    1.2212e-15     -0.70461
_SET1_   ENSG00000112837     6   85347069   85524237    497      28  35986       1.5566     0.039314    1.3323e-15       1.5566
_SET1_   ENSG00000135299     6   90092889   90393553    653      40  35986       1.2349      0.07781    1.3323e-15       1.2349
_SET1_   ENSG00000135333     6   93899738   94179265    760      58  35986       0.2655      0.32139    1.2212e-15       0.2655
_SET1_   ENSG00000184486     6   99232580   99336660    310      28  35986      0.24446      0.33678    1.2212e-15      0.24446
_SET1_   ENSG00000112276     6  105494697  105635049    367      23  35986      0.99793      0.14981    1.2212e-15      0.99793
_SET1_   ENSG00000112333     6  108437262  108560013    232      41  35986     -0.19876      0.51984    1.2212e-15     -0.19876
_SET1_   ENSG00000010810     6  111931535  112244655    955      45  35986      0.77393      0.16299    1.2212e-15      0.77393
_SET1_   ENSG00000135547     6  126018810  126132415    226      20  35986       2.4997    0.0034041    1.3323e-15       2.4997
_SET1_   ENSG00000146374     6  127389749  127568910    358      28  35986    -0.005485      0.42275    1.2308e-15    -0.005485
_SET1_   ENSG00000146376     6  129847277  130081370    782      76  35986     -0.56007      0.65175    1.2212e-15     -0.56007
_SET1_   ENSG00000135541     6  135554670  135868914    584      39  35986     -0.29384       0.5691    1.2212e-15     -0.29384
_SET1_   ENSG00000118503     6  138138351  138254449    226      28  35986      0.37466      0.31015    1.2212e-15      0.37466
_SET1_   ENSG00000164442     6  139643393  139745757    304      45  35986   -0.0074419       0.4324    1.2308e-15   -0.0074419
_SET1_   ENSG00000111961     6  148543440  148923186   1439     131  35986     -0.38012      0.57684    1.2212e-15     -0.38012
_SET1_   ENSG00000111962     6  149018464  149448126   1386     113  35986        1.082     0.097538    1.3323e-15        1.082
_SET1_   ENSG00000091831     6  151927826  152500754   1904     108  35986      -1.3728      0.87037    1.3323e-15      -1.3728
_SET1_   ENSG00000092820     6  159136773  159290444    577      29  35986      -0.4872      0.60671    1.2212e-15      -0.4872
_SET1_   ENSG00000185345     6  161718452  163198803   5657     247  35986     0.055364      0.35963    1.2282e-15     0.055364
_SET1_   ENSG00000112562     6  168791831  169123984   1413      84  35986       -1.411      0.88184    1.3323e-15       -1.411
_SET1_   ENSG00000186340     6  169565875  169704139    611      56  35986      0.64926      0.20217    1.2212e-15      0.64926
_SET1_   ENSG00000198719     6  170541294  170649561    416      47  35986      0.93579      0.13546    1.2212e-15      0.93579
_SET1_   ENSG00000008018     6  170794205  170912429    348      16  35986     -0.99008      0.78034    1.2212e-15     -0.99008
_SET1_   ENSG00000197461     7     486895     609933    549      61  35986       0.7572       0.1761    1.2212e-15       0.7572
_SET1_   ENSG00000106003     7    2502163    2618811    496      56  35986      -1.1225      0.82896    1.3323e-15      -1.1225
_SET1_   ENSG00000146535     7    2717746    2933958    843      44  35986        1.044      0.10281    1.3323e-15        1.044
_SET1_   ENSG00000136238     7    6364154    6493608    575      29  35986     -0.38759      0.58121    1.2212e-15     -0.38759
_SET1_   ENSG00000106511     7   15600837   15776437    654      39  35986     -0.25156      0.51809    1.2212e-15     -0.25156
_SET1_   ENSG00000048052     7   18076572   19092039   2715     170  35986      0.46933      0.23197    1.2212e-15      0.46933
_SET1_   ENSG00000122691     7   19010614   19207295    602      57  35986      0.56043       0.2454    1.2212e-15      0.56043
_SET1_   ENSG00000105855     7   20320325   20505377    630      50  35986      -2.0177      0.96587    1.3323e-15      -2.0177
_SET1_   ENSG00000136244     7   22715503   22821621    464      37  35986      -1.6221      0.92309    1.3323e-15      -1.6221
_SET1_   ENSG00000136235     7   23225586   23364727    288      16  35986       1.1229      0.10102    1.3323e-15       1.1229
_SET1_   ENSG00000106004     7   27130671   27233287    212      30  35986     -0.16887      0.52432    1.2212e-15     -0.16887
_SET1_   ENSG00000005073     7   27171129   27274842    221      39  35986      -1.1351      0.85294    1.3323e-15      -1.1351
_SET1_   ENSG00000250424     7   30843010   31013427    581      52  35986      -0.6441      0.69335    1.2212e-15      -0.6441
_SET1_   ENSG00000240583     7   30843010   31015131    585      54  35986     -0.66785      0.70241    1.2212e-15     -0.66785
_SET1_   ENSG00000164619     7   33894523   34245484    831      71  35986       0.3045      0.31337    1.2212e-15       0.3045
_SET1_   ENSG00000122545     7   35790542   35994917    356      18  35986      0.14369      0.36693    1.2212e-15      0.14369
_SET1_   ENSG00000256646     7   42898872   43021773    316      18  35986       1.8948     0.021292    1.3323e-15       1.8948
_SET1_   ENSG00000106588     7   42906460   43021822    299      18  35986       2.0111     0.015772    1.3323e-15       2.0111
_SET1_   ENSG00000002746     7   43102198   43655600   1681     117  35986      -1.2349      0.84109    1.3323e-15      -1.2349
_SET1_   ENSG00000058404     7   44206749   44424176    585      51  35986      -2.0665      0.97087    1.3323e-15      -2.0665
_SET1_   ENSG00000106683     7   73447263   73586855    319      27  35986      0.18447      0.36484    1.2212e-15      0.18447
_SET1_   ENSG00000077809     7   74021994   74225026    232      27  35986       1.2875     0.081341    1.3323e-15       1.2875
_SET1_   ENSG00000106178     7   75390983   75502674    525      42  35986      0.34262      0.29717    1.2212e-15      0.34262
_SET1_   ENSG00000127948     7   75478518   75666173    387      51  35986      0.27787      0.33026    1.2212e-15      0.27787
_SET1_   ENSG00000106211     7   75881861   75983612    205      23  35986     0.085744      0.39185    1.2351e-15     0.085744
_SET1_   ENSG00000187391     7   77596393   79132890   5799     262  35986     -0.70706      0.66132    1.2212e-15     -0.70706
_SET1_   ENSG00000135218     7   79948891   80358593   1124      64  35986       0.4071      0.26278    1.2212e-15       0.4071
_SET1_   ENSG00000075223     7   80321854   80601675    663      67  35986       -0.328      0.57359    1.2212e-15       -0.328
_SET1_   ENSG00000019991     7   81278322   81449754    383      39  35986     -0.10358      0.48083    1.2351e-15     -0.10358
_SET1_   ENSG00000170381     7   82943222   83328326   1337      52  35986      0.72147        0.161    1.2212e-15      0.72147
_SET1_   ENSG00000075213     7   83535093   84172040   2096      74  35986      0.80329      0.13218    1.2212e-15      0.80329
_SET1_   ENSG00000153993     7   84574869   84866171    507      26  35986     -0.42985      0.58388    1.2212e-15     -0.42985
_SET1_   ENSG00000157240     7   90843783   90948123    226      31  35986     -0.49423      0.62602    1.2212e-15     -0.49423
_SET1_   ENSG00000001631     7   91778283   91925480    159      15  35986       2.0772     0.012036    1.3323e-15       2.0772
_SET1_   ENSG00000158528     7   94486514   94975727    890      39  35986     -0.45986      0.58903    1.2212e-15     -0.45986
_SET1_   ENSG00000005981     7   95057756   95219544    562      44  35986        -1.52      0.90688    1.3323e-15        -1.52
_SET1_   ENSG00000198742     7   98575061   98791723    517      40  35986      0.14498      0.38765    1.2212e-15      0.14498
_SET1_   ENSG00000106366     7  100720370  100832547    406      43  35986      -1.8364      0.95258    1.3323e-15      -1.8364
_SET1_   ENSG00000214253     7  100832739  100945597    334      32  35986      0.86098      0.15986    1.2212e-15      0.86098
_SET1_   ENSG00000257923     7  101408959  101977249   1518      78  35986     -0.38784      0.55277    1.2212e-15     -0.38784
_SET1_   ENSG00000161057     7  102934701  103059842    212      27  35986      0.26343      0.37992    1.2212e-15      0.26343
_SET1_   ENSG00000170615     7  102943177  103136624    483      38  35986     -0.57122      0.67067    1.2212e-15     -0.57122
_SET1_   ENSG00000189056     7  103062231  103679963   2539     115  35986     -0.80892      0.68825    1.2212e-15     -0.80892
_SET1_   ENSG00000091129     7  107738068  108147161   1360      54  35986       1.7839      0.02102    1.3323e-15       1.7839
_SET1_   ENSG00000006652     7  112013023  112171072    459      46  35986     0.071555      0.39967    1.2351e-15     0.071555
_SET1_   ENSG00000128573     7  113676382  114383827   1154      59  35986       1.1786     0.079901    1.3323e-15       1.1786
_SET1_   ENSG00000105989     7  116866685  117013343    326      34  35986      -1.8646      0.95296    1.3323e-15      -1.8646
_SET1_   ENSG00000106025     7  120377376  120548456    472      22  35986      -0.8946       0.8074    1.2212e-15      -0.8946
_SET1_   ENSG00000174697     7  127831337  127947681    302      40  35986     -0.62027      0.67389    1.2212e-15     -0.62027
_SET1_   ENSG00000128602     7  128778713  128903386    328      33  35986      0.25548      0.34257    1.2212e-15      0.25548
_SET1_   ENSG00000128578     7  129024274  129178240    425      43  35986         0.19      0.35557    1.2212e-15         0.19
_SET1_   ENSG00000128585     7  130744855  131231395   1305      99  35986       0.4546      0.25404    1.2212e-15       0.4546
_SET1_   ENSG00000221866     7  131758091  132383447   1831     142  35986    -0.036761      0.43597    1.2282e-15    -0.036761
_SET1_   ENSG00000105894     7  136862088  137078611    591      53  35986      0.74386       0.1753    1.2212e-15      0.74386
_SET1_   ENSG00000064393     7  139196316  139527577    645      59  35986       1.3663      0.06465    1.3323e-15       1.3663
_SET1_   ENSG00000157764     7  140369127  140674564    552      18  35986      -1.3008      0.88189    1.3323e-15      -1.3008
_SET1_   ENSG00000197993     7  142588201  142709768    311      17  35986      0.46061      0.32928    1.2212e-15      0.46061
_SET1_   ENSG00000146904     7  143037382  143155985    306      56  35986     -0.17108      0.50553    1.2212e-15     -0.17108
_SET1_   ENSG00000164867     7  150638083  150761676    275      40  35986    -0.097711      0.47039    1.2351e-15    -0.097711
_SET1_   ENSG00000164885     7  150700899  150805617    252      32  35986     -0.13388      0.48399    1.2212e-15     -0.13388
_SET1_   ENSG00000164690     7  155542680  155654967    403      48  35986     -0.25828       0.5355    1.2212e-15     -0.25828
_SET1_   ENSG00000091879     8    6307172    6470930    967      74  35986      0.14029       0.3702    1.2212e-15      0.14029
_SET1_   ENSG00000182319     8    8125258    8294008    666      41  35986      -2.4292      0.98703    1.3323e-15      -2.4292
_SET1_   ENSG00000136574     8   11484468   11667511    810      59  35986       -1.729      0.93678    1.3323e-15       -1.729
_SET1_   ENSG00000164741     8   12890870   13423167   2912      98  35986       0.6175      0.16397    1.2212e-15       0.6175
_SET1_   ENSG00000061337     8   20053676   20211474    451      68  35986      0.52367      0.24686    1.2212e-15      0.52367
_SET1_   ENSG00000158856     8   21856506   21990038    419      40  35986      -0.5353      0.64374    1.2212e-15      -0.5353
_SET1_   ENSG00000147459     8   24992238   25325598    985      70  35986       1.1778     0.084502    1.3323e-15       1.1778
_SET1_   ENSG00000092964     8   26321791   26565694   1093      43  35986       2.5938    0.0024355    1.3323e-15       2.5938
_SET1_   ENSG00000120899     8   27118999   27366903    672      38  35986       1.4232      0.05076    1.3323e-15       1.4232
_SET1_   ENSG00000104290     8   28301729   28481775    425      29  35986      -0.6718      0.67963    1.2212e-15      -0.6718
_SET1_   ENSG00000197892     8   28874796   29170641    743      46  35986      -1.4582      0.90116    1.3323e-15      -1.4582
_SET1_   ENSG00000020181     8   37591709   37752414    197      49  35986       1.0455      0.11861    1.3323e-15       1.0455
_SET1_   ENSG00000085788     8   38032736   38183076    175      11  35986      0.86956      0.14771    1.2212e-15      0.86956
_SET1_   ENSG00000077782     8   38218656   38376352    278      29  35986      0.69676      0.19133    1.2212e-15      0.69676
_SET1_   ENSG00000168615     8   38804388   39012663    467      26  35986      -1.7444      0.93652    1.3323e-15      -1.7444
_SET1_   ENSG00000104332     8   41069481   41217016    386      43  35986     -0.80174      0.73161    1.2212e-15     -0.80174
_SET1_   ENSG00000104371     8   42181586   42284750    195      18  35986     -0.41336      0.68095    1.2212e-15     -0.41336
_SET1_   ENSG00000019549     8   49780249   49884299    190      27  35986      0.30574      0.32471    1.2212e-15      0.30574
_SET1_   ENSG00000164736     8   55320495   55423448    352      37  35986       1.5784     0.040099    1.3323e-15       1.5784
_SET1_   ENSG00000137573     8   70328859   70623150    930     108  35986      -1.1135      0.82624    1.3323e-15      -1.1135
_SET1_   ENSG00000104313     8   72059668   72324467    699      90  35986       2.6259    0.0026456    1.3323e-15       2.6259
_SET1_   ENSG00000164683     8   80626245   80730098    256      43  35986      -1.1247      0.83247    1.3323e-15      -1.1247
_SET1_   ENSG00000169439     8   97455579   97674000    617      66  35986        1.303     0.069134    1.3323e-15        1.303
_SET1_   ENSG00000147649     8   98606407   98790998    442      29  35986     -0.55592      0.64423    1.2212e-15     -0.55592
_SET1_   ENSG00000164930     8  104260661  104395094    474      31  35986      0.40595      0.27362    1.2212e-15      0.40595
_SET1_   ENSG00000164932     8  104333743  104445225    406      22  35986     -0.26294      0.52341    1.2212e-15     -0.26294
_SET1_   ENSG00000176406     8  104462976  105318322   2819      31  35986        -0.77      0.63491    1.2212e-15        -0.77
_SET1_   ENSG00000164935     8  105301315  105418917    454      41  35986      -1.0273      0.80106    1.3323e-15      -1.0273
_SET1_   ENSG00000147655     8  108861544  109145913    873      40  35986       1.2107     0.074922    1.3323e-15       1.2107
_SET1_   ENSG00000164761     8  119885796  120014439    479      28  35986      -2.0886       0.9731    1.3323e-15      -2.0886
_SET1_   ENSG00000136960     8  120519326  120735693    522      39  35986      0.42405      0.26547    1.2212e-15      0.42405
_SET1_   ENSG00000170961     8  122574356  122703630    486      45  35986       1.3817     0.058622    1.3323e-15       1.3817
_SET1_   ENSG00000136997     8  128697680  128803674    309      47  35986     -0.48569      0.62927    1.2212e-15     -0.48569
_SET1_   ENSG00000123908     8  141491264  141695718    543      46  35986     -0.64029      0.67234    1.2212e-15     -0.64029
_SET1_   ENSG00000169398     8  141617999  142062315    812      22  35986      0.13332      0.34844    1.2212e-15      0.13332
_SET1_   ENSG00000181790     8  143480791  143676370    678      50  35986      0.61214      0.21135    1.2212e-15      0.61214
_SET1_   ENSG00000198576     8  143642405  143746833    422      20  35986     -0.68739      0.67992    1.2212e-15     -0.68739
_SET1_   ENSG00000187786     8  145271517  145373045     28       6  35986      0.46285      0.24645    1.2212e-15      0.46285
_SET1_   ENSG00000188686     8  145440549  145542470    106       8  35986     -0.37233      0.55754    1.2212e-15     -0.37233
_SET1_   ENSG00000107104     9     420291     796105   1972      68  35986     -0.10378      0.41928    1.2351e-15     -0.10378
_SET1_   ENSG00000064218     9     926964    1041731    447      46  35986     -0.16768      0.49838    1.2212e-15     -0.16768
_SET1_   ENSG00000173253     9    1000354    1107552    501      73  35986      0.61258      0.21921    1.2212e-15      0.61258
_SET1_   ENSG00000107014     9    5249868    5354969    281      27  35986      0.62206      0.20546    1.2212e-15      0.62206
_SET1_   ENSG00000153707     9    8264246   10662723  10906     451  35986      0.74437      0.15371    1.2212e-15      0.74437
_SET1_   ENSG00000147862     9   14031842   14448982   1092     155  35986     -0.45203      0.62661    1.2212e-15     -0.45203
_SET1_   ENSG00000171843     9   20291663   20672542    765      85  35986      -1.2701      0.86519    1.3323e-15      -1.2701
_SET1_   ENSG00000137055     9   26854081   26997461    455      24  35986      0.92418      0.15628    1.2212e-15      0.92418
_SET1_   ENSG00000120156     9   27059139   27280173   1142      75  35986      0.21668       0.3331    1.2212e-15      0.21668
