                                                                                            p1                                                     p2      rg      se        z            p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par278.sumstats.gz  0.7509  0.0639  11.7486   7.1772e-32  0.1714     0.0261  1.0088     0.0067    0.0305       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par279.sumstats.gz  1.0011  0.1442   6.9399   3.9242e-12  0.0811     0.0229  0.9956     0.0064    0.0308       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par280.sumstats.gz  0.6261  0.0275  22.7705  8.9982e-115  0.5612     0.0437  1.0066     0.0095    0.0244       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par281.sumstats.gz  0.5872  0.0274  21.4467  4.9048e-102  0.6830     0.0439  1.0061     0.0087    0.0238       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par282.sumstats.gz  0.6374  0.0396  16.0924   2.8833e-58  0.2864     0.0301  0.9925     0.0070    0.0289       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par283.sumstats.gz  0.6371  0.0331  19.2727   9.0977e-83  0.4441     0.0411  1.0057     0.0085    0.0257       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par284.sumstats.gz  0.8110  0.0653  12.4116   2.2597e-35  0.1580     0.0254  0.9943     0.0059    0.0253       0.0038
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par285.sumstats.gz  0.6772  0.0432  15.6805   2.0561e-55  0.2803     0.0335  1.0055     0.0069    0.0268       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par01.sumstats.gz  0.6991  0.0178  39.2407   0.0000e+00  2.4659     0.1335  0.9326     0.0164    0.1607       0.0071
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par02.sumstats.gz  0.6816  0.0166  41.1388   0.0000e+00  1.5422     0.0883  0.9722     0.0113    0.1547       0.0056
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par03.sumstats.gz  0.7012  0.0182  38.5841   0.0000e+00  1.8856     0.1062  0.9561     0.0139    0.1685       0.0066
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par04.sumstats.gz  0.7009  0.0236  29.6647  2.1931e-193  0.5685     0.0356  1.0005     0.0074    0.1576       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par05.sumstats.gz  0.6816  0.0172  39.5701   0.0000e+00  1.4473     0.0860  0.9716     0.0115    0.1560       0.0057
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par06.sumstats.gz  0.6993  0.0195  35.8492  1.8920e-281  0.9381     0.0578  0.9845     0.0077    0.1723       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par07.sumstats.gz  0.6922  0.0201  34.5015  7.6080e-261  1.6408     0.1004  0.9722     0.0143    0.1619       0.0068
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par08.sumstats.gz  0.7514  0.0324  23.1697  9.1990e-119  0.3170     0.0293  1.0171     0.0065    0.1628       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par09.sumstats.gz  0.7176  0.0272  26.3405  6.5903e-153  0.4602     0.0296  0.9949     0.0065    0.1566       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par10.sumstats.gz  0.6806  0.0190  35.8924  4.0158e-282  1.2763     0.0676  0.9716     0.0096    0.1627       0.0056
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par11.sumstats.gz  0.6661  0.0191  34.8223  1.1192e-265  0.8880     0.0621  0.9915     0.0091    0.1563       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par12.sumstats.gz  0.6849  0.0240  28.4849  1.8027e-178  0.5964     0.0389  0.9993     0.0071    0.1673       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par13.sumstats.gz  0.7242  0.0205  35.3153  3.4237e-273  0.7250     0.0498  0.9927     0.0071    0.1750       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par14.sumstats.gz  0.6896  0.0240  28.6990  3.9283e-181  0.7991     0.0619  1.0064     0.0100    0.1688       0.0060
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par15.sumstats.gz  0.7037  0.0190  37.0763  6.7723e-301  1.5137     0.0905  0.9777     0.0130    0.1569       0.0062
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par16.sumstats.gz  0.7531  0.0398  18.9315   6.2692e-80  0.2728     0.0293  1.0067     0.0063    0.1623       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par17.sumstats.gz  0.8391  0.0508  16.5050   3.3772e-61  0.2033     0.0260  1.0107     0.0062    0.1635       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par18.sumstats.gz  0.7390  0.0291  25.4386  9.4279e-143  0.4049     0.0290  0.9946     0.0067    0.1572       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par19.sumstats.gz  0.7997  0.0430  18.5778   4.8595e-77  0.2387     0.0276  1.0037     0.0064    0.1593       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par20.sumstats.gz  0.6917  0.0186  37.1821  1.3304e-302  1.0664     0.0581  0.9946     0.0095    0.1587       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par21.sumstats.gz  0.6788  0.0204  33.1968  1.1979e-241  0.8929     0.0515  0.9814     0.0079    0.1649       0.0052
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par22.sumstats.gz  0.6458  0.0221  29.1634  5.6527e-187  0.7164     0.0539  0.9873     0.0083    0.1591       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par23.sumstats.gz  0.6865  0.0244  28.1290  4.3297e-174  0.5628     0.0525  1.0067     0.0087    0.1600       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par24.sumstats.gz  0.7259  0.0297  24.4141  1.2113e-131  0.4115     0.0312  1.0017     0.0069    0.1678       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par25.sumstats.gz  0.6842  0.0287  23.8388  1.3236e-125  0.4334     0.0324  0.9994     0.0065    0.1666       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par26.sumstats.gz  0.7143  0.0225  31.7966  7.2054e-222  0.5469     0.0469  1.0049     0.0085    0.1684       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par27.sumstats.gz  0.7607  0.0255  29.8010  3.7930e-195  0.5372     0.0393  0.9972     0.0072    0.1748       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par28.sumstats.gz  0.7027  0.0254  27.7186  4.1623e-169  0.6441     0.0541  1.0052     0.0090    0.1689       0.0058
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par29.sumstats.gz  0.7123  0.0255  27.9278  1.2260e-171  0.5098     0.0400  1.0124     0.0068    0.1659       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par30.sumstats.gz  0.6948  0.0219  31.7446  3.7680e-221  0.9073     0.0544  0.9946     0.0090    0.1610       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par31.sumstats.gz  0.7037  0.0195  36.0066  6.5842e-284  1.1826     0.0759  0.9917     0.0111    0.1595       0.0060
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par32.sumstats.gz  0.7361  0.0401  18.3717   2.2135e-75  0.2457     0.0261  1.0077     0.0060    0.1643       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par33.sumstats.gz  0.9064  0.0736  12.3229   6.8182e-35  0.1531     0.0262  0.9998     0.0061    0.1596       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par34.sumstats.gz  0.8227  0.0503  16.3665   3.3190e-60  0.2107     0.0265  1.0094     0.0063    0.1608       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par35.sumstats.gz  0.9693  0.0913  10.6192   2.4260e-26  0.1145     0.0228  1.0078     0.0059    0.1638       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par36.sumstats.gz  0.8415  0.0464  18.1268   1.9581e-73  0.2302     0.0259  0.9981     0.0062    0.1585       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par37.sumstats.gz  0.7052  0.0275  25.6794  1.9856e-145  0.3972     0.0281  0.9984     0.0068    0.1610       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par38.sumstats.gz  0.8621  0.0582  14.8198   1.0918e-49  0.1801     0.0264  1.0068     0.0063    0.1599       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par39.sumstats.gz  0.8160  0.0539  15.1322   9.9314e-52  0.1715     0.0240  0.9945     0.0059    0.1631       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par40.sumstats.gz  0.6796  0.0211  32.2330  6.0944e-228  0.7882     0.0496  1.0006     0.0079    0.1570       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par41.sumstats.gz  0.6975  0.0213  32.7942  7.1241e-236  0.7736     0.0436  1.0106     0.0086    0.1648       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par42.sumstats.gz  0.6724  0.0207  32.4247  1.2315e-230  0.8219     0.0511  0.9914     0.0085    0.1570       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par43.sumstats.gz  0.7116  0.0235  30.2319  9.0308e-201  0.5155     0.0371  0.9942     0.0070    0.1707       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par44.sumstats.gz  0.7383  0.0357  20.6614   7.7066e-95  0.3082     0.0324  0.9999     0.0069    0.1624       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par45.sumstats.gz  0.6438  0.0193  33.4261  5.7244e-245  0.8263     0.0623  0.9903     0.0094    0.1561       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par46.sumstats.gz  0.7483  0.0419  17.8757   1.8247e-71  0.2899     0.0375  1.0055     0.0075    0.1608       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par47.sumstats.gz  0.7266  0.0250  29.0928  4.4251e-186  0.5251     0.0489  1.0015     0.0082    0.1574       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par48.sumstats.gz  0.6707  0.0314  21.3307  5.8981e-101  0.3903     0.0304  0.9962     0.0069    0.1692       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par49.sumstats.gz  0.9045  0.0827  10.9406   7.3736e-28  0.1287     0.0235  1.0026     0.0064    0.1723       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par50.sumstats.gz  0.6811  0.0277  24.5472  4.6279e-133  0.4239     0.0328  1.0030     0.0068    0.1674       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par51.sumstats.gz  0.8315  0.0648  12.8299   1.1146e-37  0.1765     0.0265  1.0022     0.0058    0.1654       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par52.sumstats.gz  0.7407  0.0298  24.8683  1.6410e-136  0.3834     0.0358  1.0021     0.0080    0.1692       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par53.sumstats.gz  0.6892  0.0236  29.1675  5.0088e-187  0.5067     0.0410  0.9963     0.0084    0.1643       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par54.sumstats.gz  0.7792  0.0299  26.0466  1.4683e-149  0.3958     0.0317  1.0023     0.0067    0.1728       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par55.sumstats.gz  0.8025  0.0330  24.3229  1.1229e-130  0.3460     0.0310  1.0076     0.0067    0.1750       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par56.sumstats.gz  0.7204  0.0293  24.5804  2.0486e-133  0.4731     0.0378  1.0084     0.0072    0.1683       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par57.sumstats.gz  0.7275  0.0303  24.0275  1.4338e-127  0.4374     0.0460  1.0014     0.0082    0.1662       0.0055
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par58.sumstats.gz  0.7565  0.0290  26.0592  1.0589e-149  0.4219     0.0374  1.0117     0.0070    0.1604       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par59.sumstats.gz  0.7740  0.0387  20.0113   4.3903e-89  0.2755     0.0299  1.0123     0.0067    0.1684       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par60.sumstats.gz  0.6557  0.0225  29.1223  1.8762e-186  0.9641     0.0557  1.0045     0.0088    0.1625       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par61.sumstats.gz  0.7398  0.0276  26.8076  2.6363e-158  0.4407     0.0333  1.0036     0.0069    0.1643       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par62.sumstats.gz  0.7046  0.0187  37.6135  1.2952e-309  1.0496     0.0656  1.0004     0.0106    0.1594       0.0058
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par63.sumstats.gz  0.7202  0.0254  28.3050  2.9973e-176  0.5973     0.0472  1.0044     0.0077    0.1640       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par64.sumstats.gz  0.9401  0.0944   9.9558   2.3789e-23  0.1133     0.0244  1.0116     0.0065    0.1641       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par65.sumstats.gz  0.8391  0.0650  12.9174   3.5897e-38  0.1490     0.0224  1.0121     0.0065    0.1649       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par66.sumstats.gz  0.9456  0.0905  10.4520   1.4353e-25  0.1185     0.0231  0.9977     0.0053    0.1616       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par67.sumstats.gz  1.0160  0.1262   8.0519   8.1530e-16  0.0916     0.0232  1.0063     0.0057    0.1631       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par68.sumstats.gz  0.9460  0.0797  11.8698   1.6978e-32  0.1410     0.0245  1.0133     0.0059    0.1614       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par69.sumstats.gz  0.9092  0.0628  14.4716   1.8328e-47  0.1778     0.0267  0.9923     0.0062    0.1573       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par70.sumstats.gz  0.8455  0.0548  15.4389   8.9554e-54  0.1720     0.0255  1.0136     0.0061    0.1668       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par71.sumstats.gz  0.7615  0.0357  21.3567  3.3789e-101  0.3084     0.0271  0.9997     0.0064    0.1595       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par72.sumstats.gz  0.9591  0.1026   9.3502   8.7453e-21  0.1155     0.0261  1.0001     0.0067    0.1605       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par73.sumstats.gz  0.8445  0.0676  12.4890   8.5711e-36  0.1605     0.0259  1.0072     0.0060    0.1640       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par74.sumstats.gz  0.9797  0.0967  10.1263   4.2243e-24  0.1109     0.0244  0.9964     0.0059    0.1616       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par75.sumstats.gz  0.9641  0.1055   9.1368   6.4345e-20  0.1044     0.0252  1.0028     0.0062    0.1659       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par76.sumstats.gz  0.6805  0.0231  29.5183  1.6768e-191  0.5791     0.0381  0.9993     0.0077    0.1605       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par77.sumstats.gz  0.7038  0.0280  25.1189  3.0902e-139  0.4430     0.0371  1.0065     0.0069    0.1584       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par78.sumstats.gz  0.8041  0.0286  28.0877  1.3861e-173  0.3749     0.0301  1.0142     0.0063    0.1650       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par79.sumstats.gz  0.6848  0.0226  30.3485  2.6269e-202  0.7330     0.0425  1.0045     0.0079    0.1588       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par80.sumstats.gz  0.7161  0.0275  26.0386  1.8126e-149  0.4178     0.0364  1.0134     0.0074    0.1581       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par81.sumstats.gz  0.6767  0.0225  30.0127  6.7006e-198  0.6762     0.0429  0.9972     0.0075    0.1595       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par82.sumstats.gz  0.7681  0.0343  22.4244  2.2748e-111  0.3134     0.0282  1.0050     0.0059    0.1680       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par83.sumstats.gz  0.7493  0.0275  27.2046  5.7286e-163  0.4086     0.0323  0.9917     0.0064    0.1691       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par84.sumstats.gz  0.8135  0.0538  15.1069   1.4593e-51  0.1862     0.0265  0.9968     0.0062    0.1634       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par85.sumstats.gz  0.7731  0.0456  16.9433   2.1563e-64  0.2445     0.0332  1.0066     0.0072    0.1643       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par86.sumstats.gz  0.6408  0.0211  30.3999  5.5121e-203  0.7851     0.0622  0.9949     0.0097    0.1538       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par87.sumstats.gz  0.7238  0.0308  23.5046  3.6635e-122  0.3671     0.0319  1.0006     0.0063    0.1604       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par88.sumstats.gz  0.8979  0.0730  12.3062   8.3925e-35  0.1520     0.0266  1.0056     0.0066    0.1619       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par89.sumstats.gz  0.8059  0.0507  15.9081   5.5655e-57  0.2136     0.0313  1.0100     0.0069    0.1601       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par90.sumstats.gz  0.7408  0.0282  26.2825  3.0401e-152  0.4448     0.0423  1.0062     0.0076    0.1572       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par91.sumstats.gz  0.7156  0.0299  23.9095  2.4409e-126  0.3818     0.0403  1.0031     0.0075    0.1613       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par92.sumstats.gz  0.7798  0.0455  17.1325   8.4962e-66  0.2272     0.0269  0.9955     0.0067    0.1680       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par93.sumstats.gz  0.7201  0.0352  20.4580   5.1019e-93  0.3143     0.0274  1.0070     0.0062    0.1665       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par94.sumstats.gz  0.8620  0.0820  10.5174   7.1841e-26  0.1226     0.0234  0.9900     0.0059    0.1679       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par95.sumstats.gz  1.5144  0.4576   3.3099   9.3342e-04  0.0371     0.0235  1.0039     0.0064    0.1691       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz   ../results/brain_shape/ldsc/munged/par96.sumstats.gz  0.7583  0.0388  19.5289   6.2344e-85  0.2534     0.0283  1.0039     0.0069    0.1658       0.0044
